詞頻序號,詞目,,出現頻次,累積頻次,累積百分比
33350,力造,,1,499475,94.163275
33351,力透紙背,ㄌㄧˋ　ㄊㄡˋ　ㄓˇ　ㄅㄟˋ,1,499476,94.163464
33352,力學,ㄌㄧˋ　ㄒㄩㄝˊ,1,499477,94.163653
33353,力闖,,1,499478,94.163842
33354,力勸,ㄌㄧˋ　ㄑㄩㄢˋ,1,499479,94.164031
33355,力霸,,1,499480,94.16422
33356,力霸集團,,1,499481,94.164409
33357,十二,,1,499482,94.164598
33358,十二月,,1,499483,94.164787
33359,十二年國教,,1,499484,94.164976
33360,十二辰,ㄕˊ　ㄦˋ　ㄔㄣˊ,1,499485,94.165165
33361,十二指腸,ㄕˊ　ㄦˋ　ㄓˇ　ㄔㄤˊ,1,499486,94.165354
33362,十二指腸炎,,1,499487,94.165543
33363,十二項建設,,1,499488,94.165732
33364,十二橋遺址,,1,499489,94.165921
33365,十八般武藝,,1,499490,94.16611
33366,十八標工程,,1,499491,94.166299
33367,十八羅漢山,,1,499492,94.166488
33368,十三全會,,1,499493,94.166677
33369,十三姨,,1,499494,94.166866
33370,十三星大瓢蟲,,1,499495,94.167055
33371,十元,,1,499496,94.167244
33372,十六位元,,1,499497,94.167433
33373,十公尺空氣步槍,,1,499498,94.167622
33374,十分寮,,1,499499,94.167811
33375,十分瀑布,,1,499500,94.168
33376,十方諸佛,,1,499501,94.168189
33377,十月分,,1,499502,94.168378
33378,十月份,,1,499503,94.168567
33379,十四大,,1,499504,94.168756
33380,十字軍東征,,1,499505,94.168945
33381,十字勛章,,1,499506,94.169134
33382,十字街頭,ㄕˊ　ㄗˋ　ㄐㄧㄝ　ㄊㄡˊ,1,499507,94.169323
33383,十戒,ㄕˊ　ㄐㄧㄝˋ,1,499508,94.169512
33384,十里洋場,ㄕˊ　ㄌㄧˇ　ㄧㄤˊ　ㄔㄤˇ,1,499509,94.169701
33385,十惡不赦,ㄕˊ　ㄜˋ　ㄅㄨˋ　ㄕㄜˋ　（變）ㄕˊ　ㄜˋ　ㄅㄨˊ　ㄕㄜˋ,1,499510,94.16989
33386,十進單位制,,1,499511,94.170079
33387,十項建設,,1,499512,94.170268
33388,卜居,ㄅㄨˇ　ㄐㄩ,1,499513,94.170457
33389,卜派,,1,499514,94.170646
33390,卜派小子,,1,499515,94.170835
33391,卜骨,,1,499516,94.171024
33392,卜貴美,,1,499517,94.171213
33393,卜萬倉,,1,499518,94.171402
33394,卜萬蒼,,1,499519,94.171591
33395,卜蜂正,,1,499520,94.17178
33396,三一四事件,,1,499521,94.171969
33397,三七二十一,,1,499522,94.172158
33398,三人行,,1,499523,94.172347
33399,三人賊世界,,1,499524,94.172536
33400,三十二位元,,1,499525,94.172725
33401,三叉神經系統,,1,499526,94.172914
33402,三叉神經痛,,1,499527,94.173103
33403,三子車系,,1,499528,94.173292
33404,三寸不爛之舌,,1,499529,94.173481
33405,三川五嶽,,1,499530,94.17367
33406,三才,ㄙㄢ　ㄘㄞˊ,1,499531,94.173859
33407,三井工程,,1,499532,94.174048
33408,三五好友,ㄙㄢ　ㄨˇ　ㄏㄠˇ　ㄧㄡˇ,1,499533,94.174237
33409,三元,ㄙㄢ　ㄩㄢˊ,1,499534,94.174426
33410,三心二意,ㄙㄢ　ㄒㄧㄣ　ㄦˋ　ㄧˋ,1,499535,94.174615
33411,三毛全集,,1,499536,94.174804
33412,三毛迷,,1,499537,94.174993
33413,三水,,1,499538,94.175182
33414,三代同堂,ㄙㄢ　ㄉㄞˋ　ㄊㄨㄥˊ　ㄊㄤˊ,1,499539,94.175371
33415,三令五申,ㄙㄢ　ㄌㄧㄥˋ　ㄨˇ　ㄕㄣ,1,499540,94.17556
33416,三民區,,1,499541,94.175749
33417,三申五令,,1,499542,94.175938
33418,三吉開泰,,1,499543,94.176127
33419,三合一引擎,,1,499544,94.176316
33420,三合一鐳射鋼鈑,,1,499545,94.176505
33421,三宅島,,1,499546,94.176694
33422,三年制專校,,1,499547,94.176883
33423,三佛齊,,1,499548,94.177072
33424,三希堂,ㄙㄢ　ㄒㄧ　ㄊㄤˊ,1,499549,94.177261
33425,三更,ㄙㄢ　ㄍㄥ,1,499550,94.17745
33426,三角甲蟲,,1,499551,94.177639
33427,三角型,,1,499552,94.177828
33428,三角座,,1,499553,94.178017
33429,三角習題,ㄙㄢ　ㄐㄧㄠˇ　ㄒㄧˊ　ㄊㄧˊ,1,499554,94.178206
33430,三角窗,,1,499555,94.178395
33431,三角點,ㄙㄢ　ㄐㄧㄠˇ　ㄉㄧㄢˇ,1,499556,94.178584
33432,三足鼎立,ㄙㄢ　ㄗㄨˊ　ㄉㄧㄥˇ　ㄌㄧˋ,1,499557,94.178773
33433,三身女神,,1,499558,94.178962
33434,三妻四妾,ㄙㄢ　ㄑㄧ　ㄙˋ　ㄑㄧㄝˋ,1,499559,94.179151
33435,三姑六婆,ㄙㄢ　ㄍㄨ　ㄌㄧㄡˋ　ㄆㄛˊ,1,499560,94.17934
33436,三芝,ㄙㄢ　ㄓ,1,499561,94.179529
33437,三門掀背小跑車,,1,499562,94.179718
33438,三門掀背車,,1,499563,94.179907
33439,三信汽車,,1,499564,94.180096
33440,三便士歌劇,,1,499565,94.180285
33441,三前速配置,,1,499566,94.180474
33442,三思而後行,,1,499567,94.180663
33443,三洋,,1,499568,94.180852
33444,三軍,ㄙㄢ　ㄐㄩㄣ,1,499569,94.181041
33445,三重市,,1,499570,94.18123
33446,三重客運,,1,499571,94.181419
33447,三哩島核能電廠,,1,499572,94.181608
33448,三娘教子,ㄙㄢ　ㄋㄧㄤˊ　ㄐㄧㄠˋ　ㄗˇ,1,499573,94.181797
33449,三峽老街,,1,499574,94.181986
33450,三島由紀夫,,1,499575,94.182175
33451,三班制,,1,499576,94.182364
33452,三級風月片,,1,499577,94.182553
33453,三級薔薇之戀,,1,499578,94.182742
33454,三隻手,ㄙㄢ　ㄓ　ㄕㄡˇ,1,499579,94.182931
33455,三副,ㄙㄢ　ㄈㄨˋ,1,499580,94.18312
33456,三商,,1,499581,94.183309
33457,三商人壽,,1,499582,94.183498
33458,三商巧福,,1,499583,94.183687
33459,三商虎隊,,1,499584,94.183876
33460,三商高球名人賽,,1,499585,94.184065
33461,三商球隊,,1,499586,94.184254
33462,三國演義,ㄙㄢ　ㄍㄨㄛˊ　ㄧㄢˇ　ㄧˋ,1,499587,94.184443
33463,三彩馬,,1,499588,94.184632
33464,三彩陶,,1,499589,94.184821
33465,三梯樓,,1,499590,94.18501
33466,三笠宮,,1,499591,94.185199
33467,三喜臨門,,1,499592,94.185388
33468,三圍,ㄙㄢ　ㄨㄟˊ,1,499593,94.185577
33469,三富,,1,499594,94.185766
33470,三富汽車,,1,499595,94.185955
33471,三富汽車公司,,1,499596,94.186144
33472,三游洞,,1,499597,94.186333
33473,三焦,ㄙㄢ　ㄐㄧㄠ,1,499598,94.186522
33474,三番二次,,1,499599,94.186711
33475,三番五次,ㄙㄢ　ㄈㄢ　ㄨˇ　ㄘˋ,1,499600,94.1869
33476,三菱材料,,1,499601,94.187089
33477,三菱車廠,,1,499602,94.187278
33478,三菱重工業株式會社,,1,499603,94.187467
33479,三菱商社,,1,499604,94.187656
33480,三菱銀行,,1,499605,94.187845
33481,三菱轎車,,1,499606,94.188034
33482,三痲疫苗,,1,499607,94.188223
33483,三稜鏡,ㄙㄢ　ㄌㄥˊ　ㄐㄧㄥˋ,1,499608,94.188412
33484,三節,ㄙㄢ　ㄐㄧㄝˊ,1,499609,94.188601
33485,三腳木,,1,499610,94.18879
33486,三幕劇,,1,499611,94.188979
33487,三槍牌,,1,499612,94.189168
33488,三維宇宙空間,,1,499613,94.189357
33489,三維時空,,1,499614,94.189546
33490,三緘其口,ㄙㄢ　ㄐㄧㄢ　ㄑㄧˊ　ㄎㄡˇ,1,499615,94.189735
33491,三輪車,ㄙㄢ　ㄌㄨㄣˊ　ㄔㄜ,1,499616,94.189924
33492,三輪機車,,1,499617,94.190113
33493,三壇具足大戒,,1,499618,94.190302
33494,三興,,1,499619,94.190491
33495,三興照相號,,1,499620,94.19068
33496,三頭六臂,ㄙㄢ　ㄊㄡˊ　ㄌㄧㄡˋ　ㄅㄧˋ,1,499621,94.190869
33497,三餐不繼,ㄙㄢ　ㄘㄢ　ㄅㄨˋ　ㄐㄧˋ　（變）ㄙㄢ　ㄘㄢ　ㄅㄨˊ　ㄐㄧˋ,1,499622,94.191058
33498,三點,,1,499623,94.191247
33499,三點光鰓雀鯛,,1,499624,94.191436
33500,三藩市,,1,499625,94.191625
33501,三寶,ㄙㄢ　ㄅㄠˇ,1,499626,94.191814
33502,三寶太監,,1,499627,94.192003
33503,三蘇祠,,1,499628,94.192192
33504,三鶯交流道,,1,499629,94.192381
33505,下人,ㄒㄧㄚˋ　ㄖㄣˊ,1,499630,94.19257
33506,下下策,,1,499631,94.192759
33507,下不為例,ㄒㄧㄚˋ　ㄅㄨˋ　ㄨㄟˊ　ㄌㄧˋ,1,499632,94.192948
33508,下水典禮,,1,499633,94.193137
33509,下丘,,1,499634,94.193326
33510,下丘腦,,1,499635,94.193515
33511,下伊拉克,,1,499636,94.193704
33512,下牢溪,,1,499637,94.193893
33513,下弦月,,1,499638,94.194082
33514,下咽,ㄒㄧㄚˋ　ㄧㄢˋ,1,499639,94.194271
33515,下背部,,1,499640,94.19446
33516,下崁陂,,1,499641,94.194649
33517,下馬威,ㄒㄧㄚˋ　ㄇㄚˇ　ㄨㄟ,1,499642,94.194838
33518,下野,ㄒㄧㄚˋ　ㄧㄝˇ,1,499643,94.195027
33519,下單,,1,499644,94.195216
33520,下游市場,,1,499645,94.195405
33521,下游製品,,1,499646,94.195594
33522,下筆如飛,,1,499647,94.195783
33523,下詔,ㄒㄧㄚˋ　ㄓㄠˋ,1,499648,94.195972
33524,下詔罪己,,1,499649,94.196161
33525,下飯,ㄒㄧㄚˋ　ㄈㄢˋ,1,499650,94.19635
33526,下意識,ㄒㄧㄚˋ　ㄧˋ　ㄕˋ,1,499651,94.196539
33527,下腹,,1,499652,94.196728
33528,下腹部,,1,499653,94.196917
33529,下落不明,,1,499654,94.197106
33530,下葬,ㄒㄧㄚˋ　ㄗㄤˋ,1,499655,94.197295
33531,下獄,ㄒㄧㄚˋ　ㄩˋ,1,499656,94.197484
33532,下墜,ㄒㄧㄚˋ　ㄓㄨㄟˋ,1,499657,94.197673
33533,下輩子,ㄒㄧㄚˋ　ㄅㄟˋ　˙ㄗ,1,499658,94.197862
33534,下學,ㄒㄧㄚˋ　ㄒㄩㄝˊ,1,499659,94.198051
33535,下臂骨,,1,499660,94.19824
33536,下錨,,1,499661,94.198429
33537,下體,ㄒㄧㄚˋ　ㄊㄧˇ,1,499662,94.198618
33538,丈二金剛，摸不著腦袋,,1,499663,94.198807
33539,丈二金剛，摸不著頭腦,,1,499664,94.198996
33540,丈二金剛摸不著頭,,1,499665,94.199185
33541,上不上，下不下,,1,499666,94.199374
33542,上不上，下不下,,1,499667,94.199563
33543,上吐下瀉,ㄕㄤˋ　ㄊㄨˋ　ㄒㄧㄚˋ　ㄒㄧㄝˋ,1,499668,94.199752
33544,上言,,1,499669,94.199941
33545,上呼吸道感染,,1,499670,94.20013
33546,上呼吸管道,,1,499671,94.200319
33547,上坡,ㄕㄤˋ　ㄆㄛ,1,499672,94.200508
33548,上官靈鳳,,1,499673,94.200697
33549,上知天文，下知地理,,1,499674,94.200886
33550,上肢,ㄕㄤˋ　ㄓ,1,499675,94.201075
33551,上客,ㄕㄤˋ　ㄎㄜˋ,1,499676,94.201264
33552,上帝的骰子,,1,499677,94.201453
33553,上架,,1,499678,94.201642
33554,上流,ㄕㄤˋ　ㄌㄧㄡˊ,1,499679,94.201831
33555,上相,ㄕㄤˋ　ㄒㄧㄤˋ,1,499680,94.20202
33556,上風,ㄕㄤˋ　ㄈㄥ,1,499681,94.202209
33557,上座,ㄕㄤˋ　ㄗㄨㄛˋ,1,499682,94.202398
33558,上書房,ㄕㄤˋ　ㄕㄨ　ㄈㄤˊ,1,499683,94.202587
33559,上海公社,,1,499684,94.202776
33560,上海市委書記,,1,499685,94.202965
33561,上海社會檔案,,1,499686,94.203154
33562,上海常青大學,,1,499687,94.203343
33563,上海教父,,1,499688,94.203532
33564,上海閑話,,1,499689,94.203721
33565,上海話,,1,499690,94.20391
33566,上海影城,,1,499691,94.204099
33567,上海播音廣告公司,,1,499692,94.204288
33568,上海鋼廠,,1,499693,94.204477
33569,上海灘大爺,,1,499694,94.204666
33570,上海灘龍虎鬥,,1,499695,94.204855
33571,上班女郎,,1,499696,94.205044
33572,上班服,,1,499697,94.205233
33573,上貢,,1,499698,94.205422
33574,上梁不正下梁歪,,1,499699,94.205611
33575,上梁不正下梁歪,,1,499700,94.2058
33576,上眼瞼,,1,499701,94.205989
33577,上脣,,1,499702,94.206178
33578,上貨,ㄕㄤˋ　ㄏㄨㄛˋ,1,499703,94.206367
33579,上連桿,,1,499704,94.206556
33580,上等,ㄕㄤˋ　ㄉㄥˇ,1,499705,94.206745
33581,上腕骨,,1,499706,94.206934
33582,上腔靜脈,,1,499707,94.207123
33583,上意,,1,499708,94.207312
33584,上義大利,,1,499709,94.207501
33585,上壽,ㄕㄤˋ　ㄕㄡˋ,1,499710,94.20769
33586,上網,ㄕㄤˋ　ㄨㄤˇ,1,499711,94.207879
33587,上賓,ㄕㄤˋ　ㄅㄧㄣ,1,499712,94.208068
33588,上漿,ㄕㄤˋ　ㄐㄧㄤ,1,499713,94.208257
33589,上機,,1,499714,94.208446
33590,上諭,ㄕㄤˋ　ㄩˋ,1,499715,94.208635
33591,上聲,ㄕㄤˇ　ㄕㄥ,1,499716,94.208824
33592,上臂,ㄕㄤˋ　ㄅㄧˋ,1,499717,94.209013
33593,上臂骨,,1,499718,94.209202
33594,上櫃普通股,,1,499719,94.209391
33595,上額,,1,499720,94.20958
33596,上顎竇,,1,499721,94.209769
33597,上藥,ㄕㄤˋ　ㄧㄠˋ,1,499722,94.209958
33598,上蠟,,1,499723,94.210147
33599,丫鬟,ㄧㄚ　ㄏㄨㄢˊ,1,499724,94.210336
33600,凡心,ㄈㄢˊ　ㄒㄧㄣ,1,499725,94.210525
33601,凡氣,,1,499726,94.210714
33602,凡湖,,1,499727,94.210903
33603,凡塵,,1,499728,94.211092
33604,凡稱,,1,499729,94.211281
33605,凡賽斯,,1,499730,94.21147
33606,久仰,ㄐㄧㄡˇ　ㄧㄤˇ,1,499731,94.211659
33607,久旱,,1,499732,94.211848
33608,久旱不雨,ㄐㄧㄡˇ　ㄏㄢˋ　ㄅㄨˋ　ㄩˇ,1,499733,94.212037
33609,久旱逢甘霖,,1,499734,94.212226
33610,久留,ㄐㄧㄡˇ　ㄌㄧㄡˊ,1,499735,94.212415
33611,久駐,,1,499736,94.212604
33612,么麼,ㄧㄠ　ㄇㄛˊ,1,499737,94.212793
33613,也行,ㄧㄝˇ　ㄒㄧㄥˊ,1,499738,94.212982
33614,也罷,ㄧㄝˇ　ㄅㄚˋ,1,499739,94.213171
33615,乞丐裝,,1,499740,94.21336
33616,乞求,ㄑㄧˇ　ㄑㄧㄡˊ,1,499741,94.213549
33617,乞靈,ㄑㄧˇ　ㄌㄧㄥˊ,1,499742,94.213738
33618,于永光,,1,499743,94.213927
33619,于是,ㄩˊ　ㄕˋ,1,499744,94.214116
33620,于闐塞語,,1,499745,94.214305
33621,于闐縣,,1,499746,94.214494
33622,亡夫,,1,499747,94.214683
33623,亡羊補牢,ㄨㄤˊ　ㄧㄤˊ　ㄅㄨˇ　ㄌㄠˊ,1,499748,94.214872
33624,亡佚,,1,499749,94.215061
33625,亡命天涯,,1,499750,94.21525
33626,亡命情侶片,,1,499751,94.215439
33627,亡命情鴛,,1,499752,94.215628
33628,亡國奴,ㄨㄤˊ　ㄍㄨㄛˊ　ㄋㄨˊ,1,499753,94.215817
33629,亡魂,ㄨㄤˊ　ㄏㄨㄣˊ,1,499754,94.216006
33630,兀立,ㄨˋ　ㄌㄧˋ,1,499755,94.216195
33631,兀自,ㄨˋ　ㄗˋ,1,499756,94.216384
33632,千人斬,,1,499757,94.216573
33633,千夫所指,,1,499758,94.216762
33634,千王鬥千后,,1,499759,94.216951
33635,千王鬥千霸,,1,499760,94.21714
33636,千古奇冤,,1,499761,94.217329
33637,千百年,,1,499762,94.217518
33638,千百惠,,1,499763,94.217707
33639,千言萬語,ㄑㄧㄢ　ㄧㄢˊ　ㄨㄢˋ　ㄩˇ,1,499764,94.217896
33640,千奇百樣,,1,499765,94.218085
33641,千金,ㄑㄧㄢ　ㄐㄧㄣ,1,499766,94.218274
33642,千門萬戶,,1,499767,94.218463
33643,千挑百選,,1,499768,94.218652
33644,千挑細選,,1,499769,94.218841
33645,千軍萬馬,ㄑㄧㄢ　ㄐㄩㄣ　ㄨㄢˋ　ㄇㄚˇ,1,499770,94.21903
33646,千面,,1,499771,94.219219
33647,千面怪傑,,1,499772,94.219408
33648,千面樹,,1,499773,94.219597
33649,千般,ㄑㄧㄢ　ㄅㄢ,1,499774,94.219786
33650,千迴百轉,,1,499775,94.219975
33651,千鈞一髮,ㄑㄧㄢ　ㄐㄩㄣ　ㄧ　ㄈㄚˇ　（變）ㄑㄧㄢ　ㄐㄩㄣ　ㄧˋ　ㄈㄚˇ,1,499776,94.220164
33652,千萬種,,1,499777,94.220353
33653,千載,ㄑㄧㄢ　ㄗㄞˇ,1,499778,94.220542
33654,千載難逢,ㄑㄧㄢ　ㄗㄞˇ　ㄋㄢˊ　ㄈㄥˊ,1,499779,94.220731
33655,千嬌百媚,ㄑㄧㄢ　ㄐㄧㄠ　ㄅㄞˇ　ㄇㄟˋ,1,499780,94.22092
33656,千頭鑽動,,1,499781,94.221109
33657,千錘百鍊,ㄑㄧㄢ　ㄔㄨㄟˊ　ㄅㄞˇ　ㄌㄧㄢˋ,1,499782,94.221298
33658,千疊敷,,1,499783,94.221487
33659,叉腰,ㄔㄚ　ㄧㄠ,1,499784,94.221676
33660,叉路,,1,499785,94.221865
33661,口口聲聲,ㄎㄡˇ　ㄎㄡˇ　ㄕㄥ　ㄕㄥ,1,499786,94.222054
33662,口才便給,,1,499787,94.222243
33663,口出穢言,ㄎㄡˇ　ㄔㄨ　ㄏㄨㄟˋ　ㄧㄢˊ,1,499788,94.222432
33664,口白,ㄎㄡˇ　ㄅㄞˊ,1,499789,94.222621
33665,口吐白沫,,1,499790,94.22281
33666,口角炎,ㄎㄡˇ　ㄐㄧㄠˇ　ㄧㄢˊ,1,499791,94.222999
33667,口供,ㄎㄡˇ　ㄍㄨㄥ,1,499792,94.223188
33668,口岸,ㄎㄡˇ　ㄢˋ,1,499793,94.223377
33669,口服感冒疫苗,,1,499794,94.223566
33670,口服避孕藥,,1,499795,94.223755
33671,口沫橫飛,ㄎㄡˇ　ㄇㄛˋ　ㄏㄥˊ　ㄈㄟ,1,499796,94.223944
33672,口直心快,,1,499797,94.224133
33673,口信,ㄎㄡˇ　ㄒㄧㄣˋ,1,499798,94.224322
33674,口風,ㄎㄡˇ　ㄈㄥ,1,499799,94.224511
33675,口授,ㄎㄡˇ　ㄕㄡˋ,1,499800,94.2247
33676,口笛,ㄎㄡˇ　ㄉㄧˊ,1,499801,94.224889
33677,口脣,,1,499802,94.225078
33678,口脣炎,,1,499803,94.225267
33679,口部,,1,499804,94.225456
33680,口無遮攔,ㄎㄡˇ　ㄨˊ　ㄓㄜ　ㄌㄢˊ,1,499805,94.225645
33681,口腔黏膜,ㄎㄡˇ　ㄑㄧㄤ　ㄋㄧㄢˊ　ㄇㄛˋ,1,499806,94.225834
33682,口腹之慾,,1,499807,94.226023
33683,口誅筆伐,ㄎㄡˇ　ㄓㄨ　ㄅㄧˇ　ㄈㄚ,1,499808,94.226212
33684,口實,ㄎㄡˇ　ㄕˊ,1,499809,94.226401
33685,口對口,,1,499810,94.22659
33686,口語,ㄎㄡˇ　ㄩˇ,1,499811,94.226779
33687,口鼻,,1,499812,94.226968
33688,口瘡,ㄎㄡˇ　ㄔㄨㄤ,1,499813,94.227157
33689,口齒伶俐,ㄎㄡˇ　ㄔˇ　ㄌㄧㄥˊ　ㄌㄧˋ,1,499814,94.227346
33690,口器,ㄎㄡˇ　ㄑㄧˋ,1,499815,94.227535
33691,口嚼鉍片,,1,499816,94.227724
33692,口譯,,1,499817,94.227913
33693,土八路,ㄊㄨˇ　ㄅㄚ　ㄌㄨˋ,1,499818,94.228102
33694,土方,ㄊㄨˇ　ㄈㄤ,1,499819,94.228291
33695,土方與志,,1,499820,94.22848
33696,土地使用稅,,1,499821,94.228669
33697,土地法,ㄊㄨˇ　ㄉㄧˋ　ㄈㄚˇ,1,499822,94.228858
33698,土地政策,,1,499823,94.229047
33699,土地重劃費,,1,499824,94.229236
33700,土地登記簿,,1,499825,94.229425
33701,土地稅,ㄊㄨˇ　ㄉㄧˋ　ㄕㄨㄟˋ,1,499826,94.229614
33702,土耳其式,,1,499827,94.229803
33703,土里土氣,,1,499828,94.229992
33704,土坡,,1,499829,94.230181
33705,土狗,ㄊㄨˇ　ㄍㄡˇ,1,499830,94.23037
33706,土盆,,1,499831,94.230559
33707,土研營,,1,499832,94.230748
33708,土匪,ㄊㄨˇ　ㄈㄟˇ,1,499833,94.230937
33709,土氣,ㄊㄨˇ　ㄑㄧˋ,1,499834,94.231126
33710,土神,,1,499835,94.231315
33711,土財主,ㄊㄨˇ　ㄘㄞˊ　ㄓㄨˇ,1,499836,94.231504
33712,土殺,,1,499837,94.231693
33713,土粒,,1,499838,94.231882
33714,土登嘉措,,1,499839,94.232071
33715,土黃色,ㄊㄨˇ　ㄏㄨㄤˊ　ㄙㄜˋ,1,499840,94.23226
33716,土塊,ㄊㄨˇ　ㄎㄨㄞˋ,1,499841,94.232449
33717,土塹,,1,499842,94.232638
33718,土臺,,1,499843,94.232827
33719,土語,ㄊㄨˇ　ㄩˇ,1,499844,94.233016
33720,土儀,,1,499845,94.233205
33721,土墩,,1,499846,94.233394
33722,土窯,ㄊㄨˇ　ㄧㄠˊ,1,499847,94.233583
33723,土糞牆,,1,499848,94.233772
33724,土鯨,,1,499849,94.233961
33725,土确厝,,1,499850,94.23415
33726,士子,ㄕˋ　ㄗˇ,1,499851,94.234339
33727,士民,ㄕˋ　ㄇㄧㄣˊ,1,499852,94.234528
33728,士官班,,1,499853,94.234717
33729,士林高商,,1,499854,94.234906
33730,士林區,,1,499855,94.235095
33731,士紙,,1,499856,94.235284
33732,士族,ㄕˋ　ㄗㄨˊ,1,499857,94.235473
33733,士電,,1,499858,94.235662
33734,夕張市,,1,499859,94.235851
33735,夕張國際冒險幻想影展,,1,499860,94.23604
33736,夕陽紅,,1,499861,94.236229
33737,大一統,,1,499862,94.236418
33738,大人不計小人過,,1,499863,94.236607
33739,大刀闊斧,ㄉㄚˋ　ㄉㄠ　ㄎㄨㄛˋ　ㄈㄨˇ,1,499864,94.236796
33740,大久保忠素,,1,499865,94.236985
33741,大口吞,,1,499866,94.237174
33742,大口瓶,,1,499867,94.237363
33743,大小百合,,1,499868,94.237552
33744,大小事,ㄉㄚˋ　ㄒㄧㄠˇ　ㄕˋ,1,499869,94.237741
33745,大小孩,,1,499870,94.23793
33746,大中華上市公司,,1,499871,94.238119
33747,大中華經濟圈,,1,499872,94.238308
33748,大內,ㄉㄚˋ　ㄋㄟˋ,1,499873,94.238497
33749,大屯山,ㄉㄚˋ　ㄊㄨㄣˊ　ㄕㄢ,1,499874,94.238686
33750,大巴士,,1,499875,94.238875
33751,大幻影,,1,499876,94.239064
33752,大手,,1,499877,94.239253
33753,大文豪,ㄉㄚˋ　ㄨㄣˊ　ㄏㄠˊ,1,499878,94.239442
33754,大牙,ㄉㄚˋ　ㄧㄚˊ,1,499879,94.239631
33755,大犬座,,1,499880,94.23982
33756,大王花,,1,499881,94.240009
33757,大主教,ㄉㄚˋ　ㄓㄨˇ　ㄐㄧㄠˋ,1,499882,94.240198
33758,大仙寺,,1,499883,94.240387
33759,大出血,ㄉㄚˋ　ㄔㄨ　ㄒㄧㄝˇ,1,499884,94.240576
33760,大出鋒頭,ㄉㄚˋ　ㄔㄨ　ㄈㄥ　˙ㄊㄡ,1,499885,94.240765
33761,大加闥伐,,1,499886,94.240954
33762,大功臣,,1,499887,94.241143
33763,大卡司,,1,499888,94.241332
33764,大卡車,,1,499889,94.241521
33765,大卡斯,,1,499890,94.24171
33766,大四,,1,499891,94.241899
33767,大打出手,ㄉㄚˋ　ㄉㄚˇ　ㄔㄨ　ㄕㄡˇ,1,499892,94.242088
33768,大正大藏經,,1,499893,94.242277
33769,大生產運動,,1,499894,94.242466
33770,大田國際博覽會,,1,499895,94.242655
33771,大甲媽祖,,1,499896,94.242844
33772,大白天,ㄉㄚˋ　ㄅㄞˊ　ㄊㄧㄢ,1,499897,94.243033
33773,大白菜,,1,499898,94.243222
33774,大伙,,1,499899,94.243411
33775,大伙兒,ㄉㄚˋ　ㄏㄨㄛˇㄦ,1,499900,94.2436
33776,大企業,,1,499901,94.243789
33777,大光國小,,1,499902,94.243978
33778,大刑,ㄉㄚˋ　ㄒㄧㄥˊ,1,499903,94.244167
33779,大印,,1,499904,94.244356
33780,大吉,ㄉㄚˋ　ㄐㄧˊ,1,499905,94.244545
33781,大同世界公司,,1,499906,94.244734
33782,大同市,,1,499907,94.244923
33783,大同區,,1,499908,94.245112
33784,大名鼎鼎,ㄉㄚˋ　ㄇㄧㄥˊ　ㄉㄧㄥˇ　ㄉㄧㄥˇ,1,499909,94.245301
33785,大吃,ㄉㄚˋ　ㄔ,1,499910,94.24549
33786,大地勇士,,1,499911,94.245679
33787,大地英豪,,1,499912,94.245868
33788,大字報,ㄉㄚˋ　ㄗˋ　ㄅㄠˋ,1,499913,94.246057
33789,大安商工,,1,499914,94.246246
33790,大安溪,ㄉㄚˋ　ㄢ　ㄒㄧ,1,499915,94.246435
33791,大老二,,1,499916,94.246624
33792,大老遠,ㄉㄚˋ　ㄌㄠˇ　ㄩㄢˇ,1,499917,94.246813
33793,大考,ㄉㄚˋ　ㄎㄠˇ,1,499918,94.247002
33794,大耳,,1,499919,94.247191
33795,大耳朵,ㄉㄚˋ　ㄦˇ　ㄉㄨㄛˇ　（變）ㄉㄚˋ　ㄦˇ　˙ㄉㄨㄛ,1,499920,94.24738
33796,大行情,,1,499921,94.247569
33797,大西天經廠,,1,499922,94.247758
33798,大西洋飲料,,1,499923,94.247947
33799,大吹大擂,ㄉㄚˋ　ㄔㄨㄟ　ㄉㄚˋ　ㄌㄟˊ,1,499924,94.248136
33800,大吵,,1,499925,94.248325
33801,大宋皇帝皇后像紀,,1,499926,94.248514
33802,大改款,,1,499927,94.248703
33803,大材小用,ㄉㄚˋ　ㄘㄞˊ　ㄒㄧㄠˇ　ㄩㄥˋ,1,499928,94.248892
33804,大男人,,1,499929,94.249081
33805,大男孩,,1,499930,94.24927
33806,大肚子,ㄉㄚˋ　ㄉㄨˋ　˙ㄗ,1,499931,94.249459
33807,大肚國小,,1,499932,94.249648
33808,大肚溪,ㄉㄚˋ　ㄉㄨˋ　ㄒㄧ,1,499933,94.249837
33809,大角羊,,1,499934,94.250026
33810,大言不慚,ㄉㄚˋ　ㄧㄢˊ　ㄅㄨˋ　ㄘㄢˊ,1,499935,94.250215
33811,大豆油,ㄉㄚˋ　ㄉㄡˋ　ㄧㄡˊ,1,499936,94.250404
33812,大事不妙,ㄉㄚˋ　ㄕˋ　ㄅㄨˋ　ㄇㄧㄠˋ,1,499937,94.250593
33813,大來洋行,,1,499938,94.250782
33814,大侏儸山,,1,499939,94.250971
33815,大侏儸山脈,,1,499940,94.25116
33816,大典,ㄉㄚˋ　ㄉㄧㄢˇ,1,499941,94.251349
33817,大呼快哉,,1,499942,94.251538
